Cuenta;Categoría;Descripción;Asignado;Modificado;Codificado;Monto certificado;Comprometido;Devengado;Pagado;Saldo por comprometer;Saldo por devengar;Saldo por pagar;Porcentaje de ejecución
 530249 1701 001;Bienes Y Servicios De Consumo;Eventos Publicos Promocionales;0;2200;2200;2200;0;0;0;2200;2200;0;0
 530249 1701 002;Bienes Y Servicios De Consumo;Eventos Publicos Promocionales;108025;-2435;105590;0;0;0;0;105590;105590;0;0
 530249 1701 003;Bienes Y Servicios De Consumo;Eventos Publicos Promocionales;16047;25607.25;41654.25;0;0;0;0;41654.25;41654.25;0;0
 530255 1701 002;Bienes Y Servicios De Consumo;Combustibles;31727;3961.63;35688.63;0;205.04;205.04;205.04;35483.59;35483.59;0;0.57
 530255 1701 003;Bienes Y Servicios De Consumo;Combustibles;71746;-40264.19;31481.81;0;8985.59;8985.59;1172.03;22496.22;22496.22;7813.56;28.54
 530301 1701 001;Bienes Y Servicios De Consumo;Pasajes al Interior;9092;2108;11200;50;7.77;7.77;7.77;11192.23;11192.23;0;0.07
 530301 1701 002;Bienes Y Servicios De Consumo;Pasajes al Interior;13608;-1448.68;12159.32;4263.72;95.6;95.6;95.6;12063.72;12063.72;0;0.79
 530301 1701 003;Bienes Y Servicios De Consumo;Pasajes al Interior;0;7212.6;7212.6;0;0;0;0;7212.6;7212.6;0;0
 530302 1701 001;Bienes Y Servicios De Consumo;Pasajes al Exterior;167500;-68196.05;99303.95;0;0;0;0;99303.95;99303.95;0;0
 530302 1701 002;Bienes Y Servicios De Consumo;Pasajes al Exterior;39960;6502.58;46462.58;26162.93;0;0;0;46462.58;46462.58;0;0
 530303 1701 001;Bienes Y Servicios De Consumo;Viaticos y Subsistencias en el Interior;26300;700;27000;4124.57;320;320;320;26680;26680;0;1.19
 530303 1701 002;Bienes Y Servicios De Consumo;Viaticos y Subsistencias en el Interior;23560;0;23560;19840;400;400;135;23160;23160;265;1.7
 530304 1701 001;Bienes Y Servicios De Consumo;Viaticos y Subsistencias en el Exterior;55000;-38366.29;16633.71;0;0;0;0;16633.71;16633.71;0;0
 530304 1701 002;Bienes Y Servicios De Consumo;Viaticos y Subsistencias en el Exterior;16417;0.6;16417.6;0;423.3;423.3;423.3;15994.3;15994.3;0;2.58
 530304 1701 003;Bienes Y Servicios De Consumo;Viaticos y Subsistencias en el Exterior;30200;0;30200;29084.8;0;0;0;30200;30200;0;0
 530307 1701 001;Bienes Y Servicios De Consumo;Atencion a Delegados Extranjeros y Nacionales Deportistas Entrenadores y Cuerpo Tecnico que Representen al Pais;26000;-6267.5;19732.5;0;0;0;0;19732.5;19732.5;0;0
 530307 1701 003;Bienes Y Servicios De Consumo;Atencion a Delegados Extranjeros y Nacionales Deportistas Entrenadores y Cuerpo Tecnico que Representen al Pais;0;7300;7300;7192.8;0;0;0;7300;7300;0;0
 530402 1701 002;Bienes Y Servicios De Consumo;Edificios Locales Residencias y Cableado Estructurado (Instalacion Mantenimiento y Reparacion);80475;10;80485;0;206;206;206;80279;80279;0;0.26
 530402 1701 003;Bienes Y Servicios De Consumo;Edificios Locales Residencias y Cableado Estructurado (Instalacion Mantenimiento y Reparacion);16086;0;16086;0;0;0;0;16086;16086;0;0
 530403 1701 002;Bienes Y Servicios De Consumo;Mobiliarios (Instalacion Mantenimiento y Reparacion);5128;3.4;5131.4;0;0;0;0;5131.4;5131.4;0;0
 530403 1701 003;Bienes Y Servicios De Consumo;Mobiliarios (Instalacion Mantenimiento y Reparacion);14372;1086.29;15458.29;0;0;0;0;15458.29;15458.29;0;0
 530404 1701 002;Bienes Y Servicios De Consumo;Maquinarias y Equipos (Instalacion Mantenimiento y Reparacion);20898;103483.38;124381.38;2097.42;1154;1154;50;123227.38;123227.38;1104;0.93
 530404 1701 003;Bienes Y Servicios De Consumo;Maquinarias y Equipos (Instalacion Mantenimiento y Reparacion);391341;41572.03;432913.03;2860;66;0;0;432847.03;432913.03;0;0
 530405 1701 001;Bienes Y Servicios De Consumo;Vehiculos (Servicio para Mantenimiento y Reparacion);10000;0;10000;0;0;0;0;10000;10000;0;0
 530405 1701 002;Bienes Y Servicios De Consumo;Vehiculos (Servicio para Mantenimiento y Reparacion);11000;4605;15605;0;4.35;4.35;4.35;15600.65;15600.65;0;0.03
 530406 1701 003;Bienes Y Servicios De Consumo;Herramientas (Mantenimiento y Reparacion);0;2000;2000;0;0;0;0;2000;2000;0;0
 530417 1701 002;Bienes Y Servicios De Consumo;Infraestructura;1686;-0.2;1685.8;0;0;0;0;1685.8;1685.8;0;0
 530417 1701 003;Bienes Y Servicios De Consumo;Infraestructura;314;0.2;314.2;0;0;0;0;314.2;314.2;0;0
 530418 1701 002;Bienes Y Servicios De Consumo;Mantenimiento de Areas Verdes y Arreglo de Vias Internas;27500;9460;36960;0;0;0;0;36960;36960;0;0
 530425 1701 003;Bienes Y Servicios De Consumo;Instalacion Readecuacion Montaje de Exposiciones Mantenimiento y Reparacion de Espacios y Bienes Culturales;4500;2000;6500;0;0;0;0;6500;6500;0;0
 530505 1701 002;Bienes Y Servicios De Consumo;Vehiculos (Arrendamiento);0;500;500;0;0;0;0;500;500;0;0
 530601 1701 003;Bienes Y Servicios De Consumo;Consultoria Asesoria e Investigacion Especializada;7000;147000;154000;147000;0;0;0;154000;154000;0;0
 530602 1701 002;Bienes Y Servicios De Consumo;Servicio de Auditoria;6000;0;6000;0;0;0;0;6000;6000;0;0
 530606 1701 002;Bienes Y Servicios De Consumo;Honorarios por Contratos Civiles de Servicios;1564293;-40183.05;1524109.95;523942;4546;4546;4546;1519563.95;1519563.95;0;0.3
 530606 1701 003;Bienes Y Servicios De Consumo;Honorarios por Contratos Civiles de Servicios;598649;-9008.06;589640.94;459468.31;15756;1212;0;573884.94;588428.94;1212;0.21
 530606 1701 701;Bienes Y Servicios De Consumo;Honorarios por Contratos Civiles de Servicios;0;10330.15;10330.15;10320;0;0;0;10330.15;10330.15;0;0
 530609 1701 001;Bienes Y Servicios De Consumo;Investigaciones Profesionales y Analisis de Laboratorio;2640;1710;4350;0;1755;0;0;2595;4350;0;0
 530609 1701 003;Bienes Y Servicios De Consumo;Investigaciones Profesionales y Analisis de Laboratorio;2000;0;2000;0;0;0;0;2000;2000;0;0
 530611 1701 002;Bienes Y Servicios De Consumo;Congresos Seminarios y Convenciones;4142;-0.02;4141.98;0;0;0;0;4141.98;4141.98;0;0
 530611 1701 003;Bienes Y Servicios De Consumo;Congresos Seminarios y Convenciones;0;2000;2000;0;0;0;0;2000;2000;0;0
 530612 1701 001;Bienes Y Servicios De Consumo;Capacitacion a Servidores Publicos;41119;-12802.15;28316.85;16000;0;0;0;28316.85;28316.85;0;0
 530612 1701 002;Bienes Y Servicios De Consumo;Capacitacion a Servidores Publicos;12500;0;12500;720;0;0;0;12500;12500;0;0
 530612 1701 003;Bienes Y Servicios De Consumo;Capacitacion a Servidores Publicos;61580;-0.43;61579.57;36548.51;0;0;0;61579.57;61579.57;0;0
 530701 1701 002;Bienes Y Servicios De Consumo;Desarrollo Actualizacion Asistencia Tecnica y Soporte de Sistemas Informaticos;86483;51536.75;138019.75;7000.02;0;0;0;138019.75;138019.75;0;0
 530701 1701 003;Bienes Y Servicios De Consumo;Desarrollo Actualizacion Asistencia Tecnica y Soporte de Sistemas Informaticos;23964;-2936.63;21027.37;0;0;0;0;21027.37;21027.37;0;0
 530702 1701 001;Bienes Y Servicios De Consumo;Arrendamiento y Licencias de Uso de Paquetes Informaticos;3074;-1929.91;1144.09;0;0;0;0;1144.09;1144.09;0;0
 530702 1701 002;Bienes Y Servicios De Consumo;Arrendamiento y Licencias de Uso de Paquetes Informaticos;362836;-1629.64;361206.36;2852;148;148;148;361058.36;361058.36;0;0.04
 530702 1701 003;Bienes Y Servicios De Consumo;Arrendamiento y Licencias de Uso de Paquetes Informaticos;266568;48602.18;315170.18;0;0;0;0;315170.18;315170.18;0;0
 530703 1701 002;Bienes Y Servicios De Consumo;Arrendamiento de Equipos Informaticos;17500;0;17500;17500;0;0;0;17500;17500;0;0
 530704 1701 001;Bienes Y Servicios De Consumo;Mantenimiento y Reparacion de Equipos y Sistemas Informaticos;1000;1000;2000;0;0;0;0;2000;2000;0;0
 530704 1701 002;Bienes Y Servicios De Consumo;Mantenimiento y Reparacion de Equipos y Sistemas Informaticos;78136;-54153.67;23982.33;2533.01;0;0;0;23982.33;23982.33;0;0
 530704 1701 003;Bienes Y Servicios De Consumo;Mantenimiento y Reparacion de Equipos y Sistemas Informaticos;18561;-2315.18;16245.82;0;0;0;0;16245.82;16245.82;0;0
 530802 1701 002;Bienes Y Servicios De Consumo;Vestuario Lenceria Prendas de Proteccion Insumos y Accesorios para uniformes del personal de Proteccion Vigilancia y Seguridad;3000;200;3200;0;0;0;0;3200;3200;0;0
 530802 1701 003;Bienes Y Servicios De Consumo;Vestuario Lenceria Prendas de Proteccion Insumos y Accesorios para uniformes del personal de Proteccion Vigilancia y Seguridad;150195;-63.26;150131.74;72151.48;0;0;0;150131.74;150131.74;0;0
 530803 1701 002;Bienes Y Servicios De Consumo;Lubricantes;6600;148;6748;0;0;0;0;6748;6748;0;0
 530803 1701 003;Bienes Y Servicios De Consumo;Lubricantes;317;150.36;467.36;0;0;0;0;467.36;467.36;0;0
 530804 1701 001;Bienes Y Servicios De Consumo;Materiales de Oficina;0;200;200;20;0;0;0;200;200;0;0
 530804 1701 002;Bienes Y Servicios De Consumo;Materiales de Oficina;12000;200;12200;1039.5;98;98;98;12102;12102;0;0.8
 530804 1701 003;Bienes Y Servicios De Consumo;Materiales de Oficina;30072;-412.8;29659.2;0;0;0;0;29659.2;29659.2;0;0
 530805 1701 002;Bienes Y Servicios De Consumo;Materiales de Aseo;1500;1400;2900;0;0;0;0;2900;2900;0;0
 530805 1701 003;Bienes Y Servicios De Consumo;Materiales de Aseo;15000;810;15810;0;0;0;0;15810;15810;0;0
 530807 1701 002;Bienes Y Servicios De Consumo;Materiales de Impresion Fotografia Reproduccion y Publicaciones;16000;300;16300;0;0;0;0;16300;16300;0;0
 530807 1701 003;Bienes Y Servicios De Consumo;Materiales de Impresion Fotografia Reproduccion y Publicaciones;14325;1599.71;15924.71;0;0;0;0;15924.71;15924.71;0;0
 530809 1701 003;Bienes Y Servicios De Consumo;Medicamentos;5923;-0.26;5922.74;0;0;0;0;5922.74;5922.74;0;0
 530811 1701 001;Bienes Y Servicios De Consumo;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y placas;0;200;200;40;0;0;0;200;200;0;0
 530811 1701 002;Bienes Y Servicios De Consumo;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y placas;49476;-26500;22976;11.67;3596.94;3596.94;3596.94;19379.06;19379.06;0;15.66
 530811 1701 003;Bienes Y Servicios De Consumo;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y placas;38417;8444.82;46861.82;0;0;0;0;46861.82;46861.82;0;0
 530812 1701 001;Bienes Y Servicios De Consumo;Materiales Didacticos;1430;0;1430;0;0;0;0;1430;1430;0;0
 530812 1701 002;Bienes Y Servicios De Consumo;Materiales Didacticos;0;2414.7;2414.7;0;0;0;0;2414.7;2414.7;0;0
 530813 1701 001;Bienes Y Servicios De Consumo;Repuestos y Accesorios;1935;1755.37;3690.37;20;0;0;0;3690.37;3690.37;0;0
 530813 1701 002;Bienes Y Servicios De Consumo;Repuestos y Accesorios;34445;7798;42243;0;50;50;50;42193;42193;0;0.12
 530813 1701 003;Bienes Y Servicios De Consumo;Repuestos y Accesorios;58726;41465.44;100191.44;0;0;0;0;100191.44;100191.44;0;0
 530814 1701 002;Bienes Y Servicios De Consumo;Suministros para Actividades Agropecuarias Pesca y Caza;0;300;300;0;0;0;0;300;300;0;0
 530814 1701 003;Bienes Y Servicios De Consumo;Suministros para Actividades Agropecuarias Pesca y Caza;0;299;299;0;0;0;0;299;299;0;0
 530819 1701 001;Bienes Y Servicios De Consumo;Accesorios e Insumos Quimicos y Organicos;0;98528.74;98528.74;0;0;0;0;98528.74;98528.74;0;0
 530819 1701 002;Bienes Y Servicios De Consumo;Accesorios e Insumos Quimicos y Organicos;62564;-59029;3535;0;0;0;0;3535;3535;0;0
 530819 1701 003;Bienes Y Servicios De Consumo;Accesorios e Insumos Quimicos y Organicos;18045;22.43;18067.43;0;0;0;0;18067.43;18067.43;0;0
 530820 1701 002;Bienes Y Servicios De Consumo;Menaje y Accesorios Descartables;0;30;30;0;0;0;0;30;30;0;0
 530820 1701 003;Bienes Y Servicios De Consumo;Menaje y Accesorios Descartables;1505;-0.05;1504.95;0;0;0;0;1504.95;1504.95;0;0
 530829 1701 001;Bienes Y Servicios De Consumo;Insumos Materiales Suministros y bienes para Investigacion;0;68779.39;68779.39;0;0;0;0;68779.39;68779.39;0;0
 530829 1701 002;Bienes Y Servicios De Consumo;Insumos Materiales Suministros y bienes para Investigacion;59167;-57967;1200;0;0;0;0;1200;1200;0;0
 530829 1701 003;Bienes Y Servicios De Consumo;Insumos Materiales Suministros y bienes para Investigacion;36055;25503.88;61558.88;0;0;0;0;61558.88;61558.88;0;0
 530832 1701 003;Bienes Y Servicios De Consumo;Dispositivos Medicos para Odontologia;10479;0.38;10479.38;0;0;0;0;10479.38;10479.38;0;0
 531403 1701 001;Bienes Y Servicios De Consumo;Mobiliario;0;2104.23;2104.23;0;0;0;0;2104.23;2104.23;0;0
 531403 1701 003;Bienes Y Servicios De Consumo;Mobiliario;2500;13200;15700;0;0;0;0;15700;15700;0;0
 531404 1701 001;Bienes Y Servicios De Consumo;Maquinarias y Equipos;120;285.14;405.14;0;0;0;0;405.14;405.14;0;0
 531404 1701 002;Bienes Y Servicios De Consumo;Maquinarias y Equipos;7189;-189;7000;0;0;0;0;7000;7000;0;0
 531404 1701 003;Bienes Y Servicios De Consumo;Maquinarias y Equipos;1707;21531;23238;0;0;0;0;23238;23238;0;0
 531406 1701 002;Bienes Y Servicios De Consumo;Herramientas y Equipos Menores;4600;-6;4594;0;0;0;0;4594;4594;0;0
 531406 1701 003;Bienes Y Servicios De Consumo;Herramientas y Equipos Menores;1136;2845;3981;0;0;0;0;3981;3981;0;0
 531407 1701 001;Bienes Y Servicios De Consumo;Equipos Sistemas y Paquetes Informaticos;1045;-74.28;970.72;0;0;0;0;970.72;970.72;0;0
 531407 1701 003;Bienes Y Servicios De Consumo;Equipos Sistemas y Paquetes Informaticos;380;0;380;0;0;0;0;380;380;0;0
 531408 1701 003;Bienes Y Servicios De Consumo;Bienes Artisticos Culturales Deportivos y Simbolos Patrios;0;5000;5000;0;0;0;0;5000;5000;0;0
 531409 1701 002;Bienes Y Servicios De Consumo;Libros y Colecciones;500;0;500;0;0;0;0;500;500;0;0
 531601 1701 001;Bienes Y Servicios De Consumo;Fondos de Reposicion Cajas Chicas;0;3000;3000;0;0;0;0;3000;3000;0;0
 531601 1701 002;Bienes Y Servicios De Consumo;Fondos de Reposicion Cajas Chicas;33120;-24217.23;8902.77;5034.25;0;0;0;8902.77;8902.77;0;0
 570102 1701 001;Otros Egresos Corrientes;Tasas Generales Impuestos Contribuciones Permisos Licencias y Patentes;5500;0;5500;2541.4;458.6;458.6;458.6;5041.4;5041.4;0;8.34
 570102 1701 002;Otros Egresos Corrientes;Tasas Generales Impuestos Contribuciones Permisos Licencias y Patentes;21949;-12499;9450;49.6;2393.28;2393.28;2393.28;7056.72;7056.72;0;25.33
 570102 1701 003;Otros Egresos Corrientes;Tasas Generales Impuestos Contribuciones Permisos Licencias y Patentes;6540;4917;11457;0;0;0;0;11457;11457;0;0
 570201 1701 001;Otros Egresos Corrientes;Seguros;65608;-17531.28;48076.72;0;0;0;0;48076.72;48076.72;0;0
 570201 1701 002;Otros Egresos Corrientes;Seguros;73500;92037.12;165537.12;3500;0;0;0;165537.12;165537.12;0;0
 570201 1701 003;Otros Egresos Corrientes;Seguros;160136;-1.05;160134.95;1421.91;528.84;528.84;0;159606.11;159606.11;528.84;0.33
 570203 1701 001;Otros Egresos Corrientes;Comisiones Bancarias;17300;100;17400;17320;0;0;0;17400;17400;0;0
 570203 1701 002;Otros Egresos Corrientes;Comisiones Bancarias;69897;567.54;70464.54;0;1505.09;68.7;5.09;68959.45;70395.84;63.61;0.1
 570203 1701 003;Otros Egresos Corrientes;Comisiones Bancarias;8400;0;8400;8400;0;0;0;8400;8400;0;0
 570206 1701 001;Otros Egresos Corrientes;Costas Judiciales Tramites Notariales Legalizacion de Documentos y Arreglos Extrajudiciales;0;100;100;40;0;0;0;100;100;0;0
 570206 1701 002;Otros Egresos Corrientes;Costas Judiciales Tramites Notariales Legalizacion de Documentos y Arreglos Extrajudiciales;1740;-120.51;1619.49;0;0;0;0;1619.49;1619.49;0;0
 580208 1701 001;Transferencias O Donaciones Corrientes;Becas y Ayudas Economicas;771914;-0.49;771913.51;73966.37;3980.58;0;0;767932.93;771913.51;0;0
 580208 1701 003;Transferencias O Donaciones Corrientes;Becas y Ayudas Economicas;168529;0.49;168529.49;0;71331;71331;71331;97198.49;97198.49;0;42.33
 580209 1701 002;Transferencias O Donaciones Corrientes;A Jubilados Patronales;500000;0;500000;0;0;0;0;500000;500000;0;0
 580209 1701 003;Transferencias O Donaciones Corrientes;A Jubilados Patronales;3300700;0;3300700;0;297671.18;297671.18;297671.18;3003028.82;3003028.82;0;9.02
 710203 1700 001;Egresos En Personal Para Inversion;Decimo Tercer Sueldo;3524;0;3524;0;117.67;117.67;117.67;3406.33;3406.33;0;3.34
 710203 1700 202;Egresos En Personal Para Inversion;Decimo Tercer Sueldo;53011.34;0;53011.34;0;1483.37;1483.37;0;51527.97;51527.97;1483.37;2.8
 710204 1700 001;Egresos En Personal Para Inversion;Decimo Cuarto Sueldo;1023;0;1023;0;39.17;39.17;39.17;983.83;983.83;0;3.83
 710204 1700 202;Egresos En Personal Para Inversion;Decimo Cuarto Sueldo;16508;0;16508;0;470.04;470.04;0;16037.96;16037.96;470.04;2.85
 710502 1700 202;Egresos En Personal Para Inversion;Remuneracion Unificada para Pasantes;39739;212;39951;0;0;0;0;39951;39951;0;0
 710510 1700 001;Egresos En Personal Para Inversion;Servicios Personales por Contrato;38888;0;38888;0;2824;2824;2824;36064;36064;0;7.26
 710510 1700 202;Egresos En Personal Para Inversion;Servicios Personales por Contrato;640532;0;640532;0;51711;51711;0;588821;588821;51711;8.07
 710601 1700 001;Egresos En Personal Para Inversion;Aporte Patronal;4270;0;4270;0;272.52;272.52;272.52;3997.48;3997.48;0;6.38
 710601 1700 202;Egresos En Personal Para Inversion;Aporte Patronal;85475;-212;85263;0;4990.11;4990.11;0;80272.89;80272.89;4990.11;5.85
 710602 1700 001;Egresos En Personal Para Inversion;Fondo de Reserva;3823;0;3823;0;0;0;0;3823;3823;0;0
 710602 1700 202;Egresos En Personal Para Inversion;Fondo de Reserva;55690;0;55690;0;0;0;0;55690;55690;0;0
 730105 1701 202;Bienes Y Servicios Para Inversion;Telecomunicaciones;4000;0;4000;0;0;0;0;4000;4000;0;0
