Numeración;Puesto Institucional;Régimen laboral al que pertenece;Número de partida presupuestaria;Grado jerárquico o escala al que pertenece el puesto;Remuneración mensual unificada;Remuneración unificada (anual);Décimo Tercera Remuneración;Décima Cuarta Remuneración;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
19;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO PRINCIPAL;3,531.02;42,372.24;294.25;40.17;0.00;0.00;334.42
20;RECTOR/A;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;AUTORIDADES ACADEMICAS NIVEL 4;5,000.00;60,000.00;416.67;40.17;0.00;0.00;456.83
21;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO PRINCIPAL;3,622.48;43,469.76;301.87;40.17;0.00;0.00;342.04
22;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO;3.OTROS REGIMENES ESPECIALES;202617000000000830000000100051110000300000000;PERSONAL ACADEMICO PRINCIPAL;3,512.59;42,151.08;292.72;40.17;0.00;0.00;332.88
23;CHOFER;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 3;581.96;6,983.52;48.50;40.17;0.00;0.00;88.66
24;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
25;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
26;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
27;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
28;SECRETARIO/A GENERAL;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL DIRECTIVO B1;2,780.00;33,360.00;231.67;40.17;0.00;0.00;271.83
29;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
30;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
31;DIRECTOR/A DE CARRERA.;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;AUTORIDADES ACADEMICAS NIVEL 1;2,783.00;33,396.00;231.92;40.17;0.00;0.00;272.08
32;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
33;ANALISTA DE DESARROLLO A LA DOCENCIA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,527.35;18,328.20;127.28;40.17;0.00;0.00;167.45
34;ANALISTA DE CONTROL DE BIENES;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
35;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
36;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
37;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
38;DIRECTOR/A DE CARRERA.;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;AUTORIDADES ACADEMICAS NIVEL 1;2,783.00;33,396.00;231.92;40.17;0.00;0.00;272.08
39;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
40;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
41;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
42;ANALISTA DE DESARROLLO FISICO;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,412.00;16,944.00;117.67;40.17;0.00;0.00;157.83
43;AUXILIAR DE SERVICIOS .;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;561.00;6,732.00;46.75;40.17;0.00;0.00;86.92
44;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
45;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
46;ABOGADO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,086.00;13,032.00;90.50;40.17;0.00;0.00;130.67
47;ANALISTA DE SISTEMAS DE INFORMACION 2;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,412.00;16,944.00;117.67;40.17;0.00;0.00;157.83
48;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
49;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
50;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
51;ANALISTA DE ARCHIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
52;TECNICO DOCENTE;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL DE APOYO (UNIVERSIDADES);1,086.00;13,032.00;90.50;40.17;0.00;0.00;130.67
53;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
54;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
55;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO PRINCIPAL;3,622.48;43,469.76;301.87;40.17;0.00;0.00;342.04
56;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;856.86;10,282.32;71.41;40.17;0.00;0.00;111.57
57;ASISTENTE DE COMUNICACION;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;817.00;9,804.00;68.08;40.17;0.00;0.00;108.25
58;TECNICO DE INVESTIGACION;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL DE APOYO (UNIVERSIDADES);817.00;9,804.00;68.08;40.17;0.00;0.00;108.25
59;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
60;ANALISTA DE APOYO A LA GESTION ACADEMICA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
61;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
62;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
63;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
64;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
65;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;470.04;5,640.48;39.17;40.17;0.00;0.00;79.34
66;TECNICO DE INVESTIGACION;3.OTROS REGIMENES ESPECIALES;202617000000000830000000100051110000300000000;PERSONAL DE APOYO (UNIVERSIDADES);901.00;10,812.00;75.08;40.17;0.00;0.00;115.25
67;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
68;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
69;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
70;ASISTENTE ADMINISTRATIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;817.00;9,804.00;68.08;40.17;0.00;0.00;108.25
71;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
72;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
73;ANALISTA DE APOYO A LA GESTION ACADEMICA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
74;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;561.00;6,732.00;46.75;40.17;0.00;0.00;86.92
75;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;550.00;6,600.00;45.83;40.17;0.00;0.00;86.00
76;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
77;CHOFER;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 3;596.00;7,152.00;49.67;40.17;0.00;0.00;89.83
78;AUXILIAR DE SERVICIOS .;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;561.00;6,732.00;46.75;40.17;0.00;0.00;86.92
79;ANALISTA DE LABORATORIOS 2;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,412.00;16,944.00;117.67;40.17;0.00;0.00;157.83
80;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
81;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
82;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
83;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
84;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;2,034.00;24,408.00;169.50;40.17;0.00;0.00;209.67
85;ANALISTA DE DESPACHO DE RECTORADO;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
86;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
87;DECANO/A DE FACULTAD;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;AUTORIDADES ACADEMICAS NIVEL 2;4,174.00;50,088.00;347.83;40.17;0.00;0.00;388.00
88;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;561.00;6,732.00;46.75;40.17;0.00;0.00;86.92
89;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
90;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
91;ANALISTA DE CONTRATACION PUBLICA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,412.00;16,944.00;117.67;40.17;0.00;0.00;157.83
92;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
93;ANALISTA DE NOMINA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,274.23;15,290.76;106.19;40.17;0.00;0.00;146.35
94;PROFESOR OCASIONAL 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;838.00;10,056.00;69.83;40.17;0.00;0.00;110.00
95;DIRECTOR DE PROGRAMA ACADEMICO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;AUTORIDADES ACADEMICAS NIVEL 1;2,783.00;33,396.00;231.92;40.17;0.00;0.00;272.08
96;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;550.00;6,600.00;45.83;40.17;0.00;0.00;86.00
97;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AUXILIAR;2,562.72;30,752.64;213.56;40.17;0.00;0.00;253.73
98;TECNICO DE VINCULACION CON LA SOCIEDAD;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
99;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
100;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
101;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
102;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
103;TECNICO DE LABORATORIO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL DE APOYO (UNIVERSIDADES);1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
104;BIBLIOTECARIA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
105;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
106;PROFESOR OCASIONAL 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;628.50;7,542.00;52.38;40.17;0.00;0.00;92.54
107;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
108;TECNICO DOCENTE 3;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL DE APOYO (UNIVERSIDADES);986.00;11,832.00;82.17;40.17;0.00;0.00;122.33
109;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO AGREGADO;2,840.47;34,085.64;236.71;40.17;0.00;0.00;276.87
110;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
111;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
112;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PERSONAL ACADEMICO PRINCIPAL;3,622.48;43,469.76;301.87;40.17;0.00;0.00;342.04
113;ANALISTA DE TITULACION Y REGISTRO;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
114;ANALISTA DE CONTROL DE BIENES;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
115;CONSERJE;2.CODIGO DEL TRABAJO;202617000000000010000000100051110000300000000;NIVEL 1;1,097.96;13,175.52;91.50;40.17;0.00;0.00;131.66
116;DIRECTOR FINANCIERO;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL DIRECTIVO B1;2,780.00;33,360.00;231.67;40.17;0.00;0.00;271.83
117;BIBLIOTECARIO;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,304.16;15,649.92;108.68;40.17;0.00;0.00;148.85
118;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;1,676.00;20,112.00;139.67;40.17;0.00;0.00;179.83
119;PROFESOR OCASIONAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;202617000000000820000000100051110000300000000;PROFESOR UNIVERSITARIO;2,034.00;24,408.00;169.50;40.17;0.00;0.00;209.67
120;ANALISTA DE INFRAESTRUCTURA TECNOLOGICA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;1,212.00;14,544.00;101.00;40.17;0.00;0.00;141.17
121;RECEPCIONISTA;1.SERVICIO CIVIL PUBLICO (LOSEP);202617000000000010000000100051110000300000000;UEP NIVEL PROFESIONAL B3;675.00;8,100.00;56.25;40.17;0.00;0.00;96.42
