Numeracion;Puesto Institucional;Regimen laboral al que pertenece;Numero de partida presupuestaria;Grado jerarquico o escala al que pertenece el puesto;Remuneracin mensual unificada;Remuneracion unificada (anual);Decimo Tercera Remuneracion;Decima Cuarta Remuneracion;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
420;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.164,24;13.970,88;1.164,24;482;0;0;1.646,24
421;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
422;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
423;ANALISTA DE COMPRAS PUBLICAS;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
424;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
425;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
426;ANALISTA DE POSGRADOS Y EDUCACION CONTINUA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
427;ANALISTA DE ASESORIA JURIDICA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
428;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
429;ANALISTA DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
430;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
431;ANALISTA DE SEGUIMIENTO A GRADUADOS 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
432;ASISTENTE EJECUTIVA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;6;733;8.796,00;733;482;0;0;1.215,00
433;ANALISTA DE POSGRADOS Y EDUCACION CONTINUA 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
434;ANALISTA DE LABORATORIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
435;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;821,74;9.860,88;821,74;482;0;0;1.303,74
436;PROFESOR AUXILIAR 2 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.183,22;14.198,64;1.183,22;482;0;0;1.665,22
437;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
438;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
439;TECNICO DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;773;9.276,00;773;482;0;0;1.255,00
440;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;537,77;6.453,24;537,77;482;0;0;1.019,77
441;PROFESOR PRINCIPAL 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.516,00;54.192,00;4.516,00;482;0;0;4.998,00
442;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.657,60;31.891,20;2.657,60;482;0;0;3.139,60
443;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;959,11;11.509,32;959,11;482;0;0;1.441,11
444;PROFESOR PRINCIPAL 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.638,21;55.658,52;4.638,21;482;0;0;5.120,21
445;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;821,74;9.860,88;821,74;482;0;0;1.303,74
446;ESPECIALISTA DE SEGURIDAD Y SALUD OCUPACIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;183,2;0;2.425,20
447;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
448;ANALISTA DE TALENTO HUMANO 1 ..;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
449;ANALISTA DE TALENTO HUMANO 1 ..;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
450;CONDUCTOR ADMINISTRATIVO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;3;596;7.152,00;596;482;81,84;0;1.159,84
451;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
452;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.260,00;15.120,00;1.260,00;482;0;0;1.742,00
453;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
454;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.335,20;40.022,40;3.335,20;482;0;0;3.817,20
455;AUDITOR INTERNO 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;13;1.676,00;20.112,00;1.676,00;482;0;0;2.158,00
456;AUXILIAR DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;18,95;0;1.061,95
457;TECNICO DE REGISTRO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;821,74;9.860,88;821,74;482;0;0;1.303,74
458;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
459;ODONTOLOGO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.521,74;18.260,88;1.521,74;482;0;0;2.003,74
460;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
461;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
462;MENSAJERO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
463;PROFESOR AGREGADO 3 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.496,25;41.955,00;3.496,25;482;0;0;3.978,25
464;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
465;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.277,20;15.326,40;1.277,20;482;0;0;1.759,20
466;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
467;PROFESOR AUXILIAR 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.116,19;13.394,28;1.116,19;482;0;0;1.598,19
468;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
469;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.005,33;36.063,96;3.005,33;482;0;0;3.487,33
470;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
471;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.432,00;41.184,00;3.432,00;482;0;0;3.914,00
472;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.301,45;15.617,40;1.301,45;482;0;0;1.783,45
473;GUARDALMACEN;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;9;986;11.832,00;986;482;0;0;1.468,00
474;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;821,74;9.860,88;821,74;482;0;0;1.303,74
475;ANALISTA DE OPERACIONES TECNOLOGICAS 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.521,74;18.260,88;1.521,74;482;0;0;2.003,74
476;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
477;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.034,88;12.418,56;1.034,88;482;0;0;1.516,88
478;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
479;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
480;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
481;ANALISTA DE LABORATORIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
482;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO MEDIO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.373,76;16.485,12;1.373,76;482;0;0;1.855,76
483;MEDICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.676,00;20.112,00;1.676,00;482;0;0;2.158,00
484;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
485;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;817;9.804,00;817;482;0;0;1.299,00
486;ANALISTA DE COMPRAS PUBLICAS;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
487;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
488;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
489;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
490;ANALISTA DE APLICACIONES Y DESARROLLO DE SERVICIOS 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
491;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
492;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;898,13;10.777,56;898,13;482;0;0;1.380,13
493;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;800;9.600,00;800;482;0;0;1.282,00
494;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.277,20;15.326,40;1.277,20;482;0;0;1.759,20
495;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.209,98;14.519,76;1.209,98;482;0;0;1.691,98
496;ANALISTA DE PROYECTOS DE EMPRENDIMIENTO E INNOVACION;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
497;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.120,00;13.440,00;1.120,00;482;0;0;1.602,00
498;ANALISTA DE SEGURIDAD Y SALUD OCUPACIONAL .;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
499;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
500;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
501;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
502;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
503;ANALISTA DE LABORATORIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
504;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
505;ANALISTA DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
506;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.209,98;14.519,76;1.209,98;482;0;0;1.691,98
507;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.625,60;43.507,20;3.625,60;482;0;0;4.107,60
508;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
509;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
510;PROFESOR AGREGADO 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.422,04;17.064,48;1.422,04;482;0;0;1.904,04
511;AUXILIAR DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
512;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
513;ANALISTA DE SOPORTE TECNICO 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
514;FISIOTERAPISTA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.321,74;15.860,88;1.321,74;482;0;0;1.803,74
515;CONDUCTOR ADMINISTRATIVO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;3;821,74;9.860,88;821,74;482;0;0;1.303,74
516;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.373,76;16.485,12;1.373,76;482;0;0;1.855,76
517;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;817;9.804,00;817;482;0;0;1.299,00
518;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.301,45;15.617,40;1.301,45;482;0;0;1.783,45
519;AUXILIAR DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
520;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;572,11;6.865,32;572,11;482;0;0;1.054,11
521;PROFESOR AGREGADO 3 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.684,03;44.208,36;3.684,03;482;0;0;4.166,03
522;ANALISTA DE CONTABILIDAD 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;78,14;0;1.772,14
523;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;950;11.400,00;950;482;0;0;1.432,00
524;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;721,74;8.660,88;721,74;482;0;0;1.203,74
525;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
526;TECNICO DE MANTENIMIENTO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;773;9.276,00;773;482;0;0;1.255,00
527;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
528;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.851,20;34.214,40;2.851,20;482;0;0;3.333,20
529;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
530;MENSAJERO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
531;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.044,80;36.537,60;3.044,80;482;0;0;3.526,80
532;TECNICO DE ARCHIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;871,74;10.460,88;871,74;482;0;0;1.353,74
533;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
534;ANALISTA DE POSGRADOS Y EDUCACION CONTINUA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;12;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
535;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
536;ASISTENTE DE RELACIONES DE COOPERACION INTERINSTITUCIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;901;10.812,00;901;482;0;0;1.383,00
537;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.518,59;18.223,08;1.518,59;482;0;0;2.000,59
538;ANALISTA DE NOMINA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
539;ANALISTA DE REVISION PEDAGOGICA Y CORRECCION DE ESTILO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
