Numeracion;Puesto Institucional;Regimen laboral al que pertenece;Numero de partida presupuestaria;Grado jerarquico o escala al que pertenece el puesto;Remuneracin mensual unificada;Remuneracion unificada (anual);Decimo Tercera Remuneracion;Decima Cuarta Remuneracion;Horas suplementarias y extraordinarias;Encargos y subrogaciones;Total ingresos adicionales
1261;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;72,45;0;1.115,45
1262;ESPECIALISTA EN TRANSFERENCIA DE TECNOLOGIA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
1263;ANALISTA DE TALENTO HUMANO 1 ..;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1264;DIRECTOR DE DESARROLLO FISICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;2;2.418,00;29.016,00;2.418,00;482;0;0;2.900,00
1265;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.238,40;38.860,80;3.238,40;482;0;0;3.720,40
1266;PROFESOR AUXILIAR 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.366,43;28.397,16;2.366,43;482;0;0;2.848,43
1267;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1268;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.164,24;13.970,88;1.164,24;482;0;0;1.646,24
1269;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;0;0;1.043,00
1270;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.330,00;15.960,00;1.330,00;482;0;0;1.812,00
1271;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1272;ANALISTA DE ENTORNOS VIRTUALES Y PRESENCIALES DE APRENDIZAJE;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.321,74;15.860,88;1.321,74;482;0;0;1.803,74
1273;ANALISTA DE ENTORNOS VIRTUALES Y PRESENCIALES DE APRENDIZAJE;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.321,74;15.860,88;1.321,74;482;0;0;1.803,74
1274;PSICOLOGO CLINICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
1275;ANALISTA DE PRESUPUESTO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;202;0;1.896,00
1276;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;578,42;6.941,04;578,42;482;0;0;1.060,42
1277;ASISTENTE EJECUTIVA 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
1278;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1279;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1280;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.560,80;30.729,60;2.560,80;482;0;0;3.042,80
1281;TECNICO GRAFICO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;5;773;9.276,00;773;482;0;0;1.255,00
1282;TECNICO DE INFORMACION BIBLIOTECARIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
1283;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1284;PROFESOR AUXILIAR 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.228,92;14.747,04;1.228,92;482;0;0;1.710,92
1285;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;840;10.080,00;840;482;0;0;1.322,00
1286;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.470,32;17.643,84;1.470,32;482;0;0;1.952,32
1287;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;837,14;10.045,68;837,14;482;0;0;1.319,14
1288;TECNICO DE ARCHIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;817;9.804,00;817;482;0;0;1.299,00
1289;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1290;ANALISTA DE COMPRAS PUBLICAS;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1291;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1292;PROFESOR AGREGADO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.800,00;33.600,00;2.800,00;482;0;0;3.282,00
1293;RECEPCIONISTA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;6;733;8.796,00;733;482;0;0;1.215,00
1294;ANALISTA DE CONTABILIDAD 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.212,00;14.544,00;1.212,00;482;202;0;1.896,00
1295;TRABAJADOR AGRICOLA;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;561;6.732,00;561;482;51,48;0;1.094,48
1296;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.422,04;17.064,48;1.422,04;482;0;0;1.904,04
1297;MEDICO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.676,00;20.112,00;1.676,00;482;0;0;2.158,00
1298;ANALISTA DE DESPACHO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;10;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
1299;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1300;TECNICO DE ARCHIVO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;817;9.804,00;817;482;0;0;1.299,00
1301;PROFESOR AUXILIAR 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1302;CONDUCTOR ADMINISTRATIVO;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;3;596;7.152,00;596;482;318,14;0;1.396,14
1303;PROMOTOR DE ARTE Y CULTURA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;9;986;11.832,00;986;482;0;0;1.468,00
1304;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;0;0;1.103,74
1305;PROFESOR AGREGADO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;3.128,82;37.545,84;3.128,82;482;0;0;3.610,82
1306;ANALISTA DE APLICACIONES Y DESARROLLO DE SERVICIOS 1;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;11;1.212,00;14.544,00;1.212,00;482;0;0;1.694,00
1307;PROFESOR AGREGADO 1 TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.260,00;15.120,00;1.260,00;482;0;0;1.742,00
1308;PROFESOR AUXILIAR TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;776,16;9.313,92;776,16;482;0;0;1.258,16
1309;PROFESOR PRINCIPAL 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;4.078,86;48.946,32;4.078,86;482;0;0;4.560,86
1310;ANALISTA DE TALENTO HUMANO 2..;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.412,00;16.944,00;1.412,00;482;0;0;1.894,00
1311;TECNICO DE INFORMACION BIBLIOTECARIO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;7;817;9.804,00;817;482;0;0;1.299,00
1312;PROFESOR TITULAR PRINCIPAL DE ESCALAFON PREVIO TIEMPO PARCIAL;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.518,59;18.223,08;1.518,59;482;0;0;2.000,59
1313;PROFESOR AGREGADO 1 MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;1.400,00;16.800,00;1.400,00;482;0;0;1.882,00
1314;ANALISTA DE TALENTO HUMANO 1 ..;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.212,00;14.544,00;1.212,00;482;120,96;0;1.814,96
1315;ESPECIALISTA DE INFRAESTRUCTURA;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;14;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
1316;PROFESOR AUXILIAR TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;1;2.464,00;29.568,00;2.464,00;482;0;0;2.946,00
1317;AUXILIAR DE SERVICIOS;2.CODIGO DEL TRABAJO;2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;1;621,74;7.460,88;621,74;482;41,44;0;1.145,18
1318;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1319;MEDICO OCUPACIONAL;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.676,00;20.112,00;1.676,00;482;0;0;2.158,00
1320;TECNICO (A) DE LABORATORIO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1321;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1322;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1323;ESPECIALISTA DE SEGURIDAD FISICA Y GESTION DE RIESGOS;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.760,00;21.120,00;1.760,00;482;0;0;2.242,00
1324;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1325;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1326;TECNICO (A) DE LABORATORIO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1327;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1328;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1329;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1330;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;147.361,00;1.768.332,00;147.361,00;482;0;0;147.843,00
1331;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1332;TECNICO (A) DE INVESTIGACION 3 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;120.213,00;1.442.556,00;120.213,00;482;0;0;120.695,00
1333;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1334;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1335;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;271.442,00;3.257.304,00;271.442,00;482;0;0;271.924,00
1336;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;108.577,00;1.302.924,00;108.577,00;482;0;0;109.059,00
1337;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1338;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1339;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1340;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1341;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1342;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1343;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1344;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;9.032,00;108.384,00;9.032,00;482;0;0;9.514,00
1345;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1346;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1347;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1348;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;108.577,00;1.302.924,00;108.577,00;482;0;0;109.059,00
1349;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1350;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;108.577,00;1.302.924,00;108.577,00;482;0;0;109.059,00
1351;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;108.577,00;1.302.924,00;108.577,00;482;0;0;109.059,00
1352;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;271.442,00;3.257.304,00;271.442,00;482;0;0;271.924,00
1353;TECNICO (A) DE LABORATORIO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1354;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;2.000,00;24.000,00;2.000,00;482;0;0;2.482,00
1355;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1356;PROFESOR/A OCASIONAL MEDIO TIEMPO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;9.032,00;108.384,00;9.032,00;482;0;0;9.514,00
1357;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1358;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1359;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1360;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;108.577,00;1.302.924,00;108.577,00;482;0;0;109.059,00
1361;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1362;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1363;TECNICO (A) DE LABORATORIO 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;108.577,00;1.302.924,00;108.577,00;482;0;0;109.059,00
1364;TECNICO (A) DE LABORATORIO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1365;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1366;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1367;ASESOR 2;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;3.247,00;38.964,00;3.247,00;482;0;0;3.729,00
1368;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1369;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1370;TECNICO (A) DE LABORATORIO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1371;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1372;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1373;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1374;TECNICO (A) DOCENTE 2 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;108.577,00;1.302.924,00;108.577,00;482;0;0;109.059,00
1375;TECNICO (A) DE LABORATORIO 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1376;ANALISTA DE MANTENIMIENTO;1.SERVICIO CIVIL PUBLICO (LOSEP);2026.189.9999.0000.01.00.000.001.510105.1700.003.0000.0000;0;1.086,00;13.032,00;1.086,00;482;0;0;1.568,00
1377;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
1378;TECNICO (A) DOCENTE 1 TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;98.067,00;1.176.804,00;98.067,00;482;0;0;98.549,00
1379;PROFESOR/A OCASIONAL TIEMPO COMPLETO;3.OTROS REGIMENES ESPECIALES;2026.189.9999.0000.82.00.000.001.510108.1700.003.0000.0000;0;18.064,00;216.768,00;18.064,00;482;0;0;18.546,00
